-2.0,5.75e-12,-2.0,2.16e-12,-2.0,4.042e-11,-2.0,7.467411969108476e-11,-2.0,1.0087394055854916e-10,-2.0,1.1488912563455781e-10,-2.0,5.2648618045845623e-11,-2.0,1.1870046510151708e-10,-2.0,2.653513704561003e-11,-2.0,1.856885590127277e-10,-2.0,2.2315088303187215e-10
-1.9604,4.750000000000001e-12,-1.9604,1.38e-12,-1.9604,4.8600000000000005e-11,-1.9604,7.637630276472235e-11,-1.9604,9.422885063489058e-11,-1.9604,1.0899460764696436e-10,-1.9604,2.1196689590206547e-11,-1.9604,1.7285795881521848e-10,-1.9604,7.75609339573098e-11,-1.9604,1.7903968608675333e-10,-1.9604,1.888032443573814e-10
-1.9208,4.97e-12,-1.9208,1.3000000000000001e-12,-1.9208,5.5649999999999997e-11,-1.9208,1.1136202267966185e-10,-1.9208,1.498839474989337e-10,-1.9208,1.4867645609013218e-10,-1.9208,3.388547817565118e-11,-1.9208,1.6430365861150872e-10,-1.9208,1.0766703534794977e-10,-1.9208,2.5293848652287997e-10,-1.9208,2.6885522368225053e-10
-1.8812,4.660000000000001e-12,-1.8812,7.5e-13,-1.8812,4.426e-11,-1.8812,4.979025068738893e-11,-1.8812,1.1130982207023533e-10,-1.8812,1.1432667244913146e-10,-1.8812,2.895048942996974e-11,-1.8812,1.7461472013244254e-10,-1.8812,5.45069365086612e-11,-1.8812,2.345166846037328e-10,-1.8812,3.049514519742227e-10
-1.8416,5.720000000000001e-12,-1.8416,1.9000000000000002e-13,-1.8416,3.817e-11,-1.8416,4.41663605632135e-11,-1.8416,8.572026063429655e-11,-1.8416,9.478648544040755e-11,-1.8416,1.0498818182770914e-10,-1.8416,1.4345988497079248e-10,-1.8416,5.982774205628834e-11,-1.8416,1.8510841015913132e-10,-1.8416,2.832675575609595e-10
-1.802,5.2600000000000014e-12,-1.802,5.800000000000002e-13,-1.802,3.3490000000000005e-11,-1.802,3.9195024392620684e-11,-1.802,4.131841500099603e-11,-1.802,7.900076502476634e-11,-1.802,3.519597671260675e-11,-1.802,1.3589491965737293e-10,-1.802,3.759092668901386e-11,-1.802,1.4822220839367571e-10,-1.802,2.2078407700057609e-10
-1.7624,7.580000000000001e-12,-1.7624,1.4e-13,-1.7624,2.033e-11,-1.7624,4.104302336868997e-11,-1.7624,9.356489991496159e-11,-1.7624,6.969419623808154e-11,-1.7624,9.788870170708257e-11,-1.7624,1.1036656182532681e-10,-1.7624,9.148062863771823e-11,-1.7624,1.7299514613942806e-10,-1.7624,2.623899119930194e-10
-1.7228,6.740000000000001e-12,-1.7228,1.8000000000000002e-13,-1.7228,2.805e-11,-1.7228,7.74276016323317e-11,-1.7228,9.039720013592658e-11,-1.7228,3.9834437502055103e-11,-1.7228,1.4558390235907808e-11,-1.7228,6.263374670830123e-11,-1.7228,5.743905509079961e-11,-1.7228,1.3238611632668733e-10,-1.7228,2.21648408247095e-10
-1.6832,7.870000000000003e-12,-1.6832,1.3e-13,-1.6832,2.89e-11,-1.6832,3.0466397204367766e-11,-1.6832,6.483942779113985e-11,-1.6832,1.0953285594962345e-10,-1.6832,3.7930725699742004e-11,-1.6832,1.4117266904317443e-10,-1.6832,8.822050313923375e-11,-1.6832,1.7994759917934803e-10,-1.6832,1.762523749341169e-10
-1.6436,8.290000000000001e-12,-1.6436,2.0000000000000003e-14,-1.6436,2.097e-11,-1.6436,8.170072657106034e-11,-1.6436,1.1290130782065782e-10,-1.6436,6.560193469148122e-11,-1.6436,1.0376254295023853e-10,-1.6436,1.0733724293357172e-10,-1.6436,9.031739776891377e-11,-1.6436,1.3279826165136086e-10,-1.6436,2.2567955656231352e-10
-1.604,8.780000000000003e-12,-1.604,1.02e-12,-1.604,2.046e-11,-1.604,5.628014148064686e-11,-1.604,5.204588228121714e-11,-1.604,8.477396492360169e-11,-1.604,6.900733578501081e-11,-1.604,1.566902002178368e-10,-1.604,6.735590170434108e-11,-1.604,1.460147480370786e-10,-1.604,1.795911994948236e-10
-1.5644,8.390000000000001e-12,-1.5644,3.3e-13,-1.5644,2.152e-11,-1.5644,1.159228817940379e-10,-1.5644,5.504091137894589e-11,-1.5644,1.4163772718145215e-10,-1.5644,8.847623815264521e-11,-1.5644,2.2012842400880256e-10,-1.5644,6.096438838777699e-11,-1.5644,1.59436967574512e-10,-1.5644,2.377069025035836e-10
-1.5248,8.64e-12,-1.5248,8.400000000000001e-13,-1.5248,2.11e-11,-1.5248,5.3552876543786775e-11,-1.5248,4.976338432758135e-11,-1.5248,4.9439631068969376e-11,-1.5248,5.0420685028590625e-11,-1.5248,8.057784347582892e-11,-1.5248,9.015362365257302e-11,-1.5248,1.6012133869751645e-10,-1.5248,1.651687139822343e-10
-1.4851,9.64e-12,-1.4851,4.2000000000000003e-13,-1.4851,1.4830000000000002e-11,-1.4851,4.379221550384115e-11,-1.4851,9.768404415263687e-11,-1.4851,9.078567684055275e-11,-1.4851,3.992205062919251e-11,-1.4851,8.262113848242023e-11,-1.4851,6.305780538602412e-11,-1.4851,1.7352585830227624e-10,-1.4851,2.2513300400120942e-10
-1.4455,1.018e-11,-1.4455,5e-14,-1.4455,1.044e-11,-1.4455,2.1561017508550395e-11,-1.4455,1.2579982872976523e-11,-1.4455,6.865024398231602e-11,-1.4455,6.908537758907377e-11,-1.4455,1.018231056209164e-10,-1.4455,4.6861243070986644e-11,-1.4455,5.466059242740666e-11,-1.4455,1.0357851927894043e-10
