-1.0,8.41e-12,-1.0,9.000000000000001e-12,-1.0,1.705e-11,-1.0,1.196e-11,-1.0,3.2400000000000007e-12,-1.0,2.4000000000000004e-13,-1.0,1.072e-11,-1.0,9.476e-11,-1.0,7.73e-12,-1.0,2.2763e-10,-1.0,1.4697277113424783e-11,-1.0,2.7540491139396456e-11,-1.0,1.0765383405995734e-11,-1.0,2.2088748459850126e-11,-1.0,2.1178697596463986e-11,-1.0,5.288525154273847e-12,-1.0,6.359972836601233e-12,-1.0,1.3456809874888055e-11,-1.0,1.4715238214008865e-11,-1.0,2.136101198474363e-11,-1.0,1.581508902762145e-11,-1.0,3.005987802634724e-11,-1.0,1.297182759300286e-11,-1.0,1.512273915916063e-11,-1.0,2.4545641599900305e-11,-1.0,2.149463674282016e-11,-1.0,1.2635117181347228e-10,-1.0,1.8181405093084507e-11,-1.0,2.1434192054349644e-11,-1.0,6.103809524552501e-11,-1.0,3.010189324596343e-11,-1.0,1.124101185507348e-11
-0.96,1.86e-12,nan,nan,-0.96,6.314e-11,-0.96,8.11e-12,-0.96,1.045e-11,-0.96,8.380000000000003e-12,-0.96,1.6960000000000002e-11,-0.96,9.989e-11,-0.96,1.134e-11,-0.96,5.112600000000001e-10,-0.96,2.4257439250873162e-11,-0.96,3.4968395415739516e-11,-0.96,1.4903042406612605e-11,-0.96,1.8410383244447816e-11,-0.96,4.551750863882779e-11,-0.96,1.3870692054798517e-11,-0.96,1.4291313523171562e-11,-0.96,2.219150084245682e-11,-0.96,1.6401026601458928e-11,-0.96,2.973906562031334e-11,-0.96,3.063054633033774e-11,-0.96,3.6698812849646585e-11,-0.96,2.3618539831292245e-11,-0.96,2.9479789530837354e-11,-0.96,6.584477284301077e-11,-0.96,3.382143494220092e-11,-0.96,1.8709702924434268e-10,-0.96,2.1509984859010787e-11,-0.96,3.2416002462092974e-11,-0.96,8.891837239766299e-11,-0.96,4.5382900233840337e-11,-0.96,2.4703956247838826e-11
-0.92,9.13e-12,nan,nan,-0.92,3.643e-11,-0.92,1.31e-12,-0.92,7.3e-12,-0.92,1.86e-12,-0.92,1.3500000000000001e-12,-0.92,6.794e-11,-0.92,2.85e-12,-0.92,2.6794e-10,-0.92,1.2771574353763849e-11,-0.92,2.2801839631295545e-11,-0.92,9.877078996857678e-12,-0.92,1.2361450694725071e-11,-0.92,1.9089628807408538e-11,-0.92,3.4930033308589648e-12,-0.92,1.5969629438085402e-11,-0.92,6.6690552483161934e-12,-0.92,6.530276291533501e-12,-0.92,2.7340937189355857e-11,-0.92,7.056258686497421e-12,-0.92,2.6993244994725e-11,-0.92,8.07553438210692e-12,-0.92,1.5040812232873e-11,-0.92,4.066996952053636e-11,-0.92,1.4998305432005716e-11,-0.92,1.1650145946760777e-10,-0.92,2.134402938901145e-11,-0.92,2.2949401625222643e-11,-0.92,5.3063529978250654e-11,-0.92,2.4219483219075053e-11,-0.92,1.0954085872338266e-11
-0.88,6.690000000000001e-12,nan,nan,-0.88,3.918e-11,-0.88,1.155e-11,-0.88,8.300000000000002e-13,-0.88,1.05e-11,-0.88,1.23e-11,-0.88,9.507e-11,-0.88,2.92e-12,-0.88,2.7071999999999997e-10,-0.88,1.2984011663506332e-11,-0.88,4.113956446988965e-11,-0.88,9.813703886943521e-12,-0.88,2.6143007624036722e-11,-0.88,2.5775804103489e-11,-0.88,1.6438719521852704e-11,-0.88,5.84852553455467e-12,-0.88,9.07596817706722e-12,-0.88,8.407946198440907e-12,-0.88,2.1175224470196154e-11,-0.88,1.487386460605746e-11,-0.88,3.173893817027938e-11,-0.88,1.8895319142795e-11,-0.88,1.6490863636147593e-11,-0.88,4.7086128827350446e-11,-0.88,2.3830422674280866e-11,-0.88,1.3769605420919006e-10,-0.88,2.4328713047349122e-11,-0.88,3.4282594344533774e-11,-0.88,6.866164697113828e-11,-0.88,2.890946175025786e-11,-0.88,1.6138738366516372e-11
-0.8399999999999999,2.44e-12,nan,nan,-0.8399999999999999,5.836e-11,-0.8399999999999999,7.4e-12,-0.8399999999999999,8.73e-12,-0.8399999999999999,8.43e-12,-0.8399999999999999,7.690000000000001e-12,-0.8399999999999999,6.225e-11,-0.8399999999999999,1.094e-11,-0.8399999999999999,1.5738e-10,-0.8399999999999999,2.280474608683099e-11,-0.8399999999999999,2.288442264569461e-11,-0.8399999999999999,1.227418471725582e-11,-0.8399999999999999,1.298223965581754e-11,-0.8399999999999999,3.2998301959944714e-11,-0.8399999999999999,1.622954943564706e-11,-0.8399999999999999,1.1782569259415825e-11,-0.8399999999999999,2.5484143521062894e-11,-0.8399999999999999,1.4421436084370271e-11,-0.8399999999999999,1.9171567418291655e-11,-0.8399999999999999,2.6577576548117678e-11,-0.8399999999999999,2.6573206747969766e-11,-0.8399999999999999,8.687243346649514e-12,-0.8399999999999999,3.363142731084114e-11,-0.8399999999999999,6.395473100365431e-11,-0.8399999999999999,1.5463049194898994e-11,-0.8399999999999999,8.198535237772751e-11,-0.8399999999999999,2.109422171512115e-11,-0.8399999999999999,2.844649245306583e-11,-0.8399999999999999,3.795078444303887e-11,-0.8399999999999999,3.718480928238821e-11,-0.8399999999999999,1.7564070311766582e-11
-0.8,8.780000000000003e-12,nan,nan,-0.8,2.406e-11,-0.8,8.990000000000003e-12,-0.8,9.810000000000001e-12,-0.8,3e-12,-0.8,6.1600000000000004e-12,-0.8,5.43e-11,-0.8,1.042e-11,-0.8,1.6318999999999998e-10,-0.8,2.108693385359579e-11,-0.8,2.5119623232783654e-11,-0.8,1.587454286656408e-11,-0.8,1.7405757665045304e-11,-0.8,2.1287355128955238e-11,-0.8,1.1680124032114013e-11,-0.8,1.23530481972702e-11,-0.8,1.907289268300413e-11,-0.8,1.4921448207129102e-11,-0.8,1.8062458747000407e-11,-0.8,2.340568338916858e-11,-0.8,2.321629105955908e-11,-0.8,1.3218677980367611e-11,-0.8,2.0574001237137572e-11,-0.8,2.708442467946803e-11,-0.8,1.3054864496808756e-11,-0.8,8.644850350986936e-11,-0.8,1.3157201907132434e-11,-0.8,2.0765727408932254e-11,-0.8,4.290721136216964e-11,-0.8,2.4160132167157226e-11,-0.8,1.4624995340248413e-11
-0.76,1.045e-11,nan,nan,-0.76,2.092e-11,-0.76,7.29e-12,-0.76,4.750000000000001e-12,-0.76,8.12e-12,-0.76,1.2209999999999999e-11,-0.76,6.616000000000001e-11,-0.76,3.13e-12,-0.76,1.5344e-10,-0.76,2.0611537483450726e-11,-0.76,3.0592847975203494e-11,-0.76,1.1036567080367558e-11,-0.76,1.7606918508105232e-11,-0.76,2.4737374852856948e-11,-0.76,1.4640919121758874e-11,-0.76,1.2136529855478664e-11,-0.76,9.584150468019345e-12,-0.76,4.3666110809368396e-12,-0.76,2.4759845264587744e-11,-0.76,1.0667164142179852e-11,-0.76,2.5746379645874954e-11,-0.76,1.3988531562090612e-11,-0.76,9.904716924503799e-12,-0.76,3.0047156300867705e-11,-0.76,1.67307430440173e-11,-0.76,8.845113276968798e-11,-0.76,1.9775354171131437e-11,-0.76,2.3317588109800992e-11,-0.76,4.188642734970293e-11,-0.76,3.1480180363407215e-11,-0.76,2.0076981656938986e-11
-0.72,2.5000000000000003e-12,nan,nan,-0.72,2.986e-11,-0.72,1.227e-11,-0.72,4.56e-12,-0.72,2.36e-12,-0.72,2.9400000000000004e-12,-0.72,5.7469999999999996e-11,-0.72,5.000000000000001e-12,-0.72,1.4582e-10,-0.72,2.0739700436952413e-11,-0.72,1.7823667415049288e-11,-0.72,8.8049130382705e-12,-0.72,2.0009663152911293e-11,-0.72,1.6293284532833182e-11,-0.72,3.547930648330273e-12,-0.72,9.213309470858347e-12,-0.72,1.6426995934127174e-11,-0.72,8.363803621373348e-12,-0.72,2.0425094586245062e-11,-0.72,2.5922400343983292e-11,-0.72,2.0838559254088802e-11,-0.72,1.1111141659729047e-11,-0.72,2.5441184816363478e-11,-0.72,2.9503340748916167e-11,-0.72,9.521320549708176e-12,-0.72,7.803977604686845e-11,-0.72,1.5472399355952198e-11,-0.72,1.5838913303865318e-11,-0.72,3.546155384082136e-11,-0.72,2.299576591032382e-11,-0.72,5.984038649524714e-12
-0.68,6.340000000000001e-12,nan,nan,-0.68,4.13e-12,-0.68,1.064e-11,-0.68,9.390000000000003e-12,-0.68,6.25e-12,-0.68,4.4400000000000005e-12,-0.68,4.95e-11,-0.68,1.5270000000000003e-11,-0.68,1.2143e-10,-0.68,2.264972525225449e-11,-0.68,2.6905715694404465e-11,-0.68,1.383188414364265e-11,-0.68,1.5185790781972388e-11,-0.68,1.0969955097223727e-11,-0.68,1.4669249138684997e-11,-0.68,1.8836050477499822e-11,-0.68,2.145332817336753e-11,-0.68,1.966002346386984e-11,-0.68,2.3502786082790238e-11,-0.68,2.5059227074500883e-11,-0.68,3.300541090610331e-11,-0.68,6.45916315947364e-12,-0.68,2.768627733854412e-11,-0.68,6.480500916500172e-12,-0.68,7.592002033023643e-12,-0.68,7.107512111080969e-11,-0.68,2.4099508537768792e-11,-0.68,2.7477579563864053e-11,-0.68,3.6737459183064085e-11,-0.68,1.2010344762712857e-11,-0.68,8.66640751209883e-12
-0.64,9.44e-12,nan,nan,-0.64,1.863e-11,-0.64,8.600000000000001e-13,-0.64,8.570000000000001e-12,-0.64,1.024e-11,-0.64,1.372e-11,-0.64,6.456000000000001e-11,-0.64,4.99e-12,-0.64,1.4099000000000002e-10,-0.64,1.6804097116015114e-11,-0.64,2.8107030713860764e-11,-0.64,1.442376085627156e-11,-0.64,6.805382763353507e-12,-0.64,2.0864566279776612e-11,-0.64,1.2212534816201313e-11,-0.64,1.6335758362878718e-11,-0.64,1.1814820579889271e-11,-0.64,7.542694445063149e-12,-0.64,2.4730261181501175e-11,-0.64,1.4862043859715863e-11,-0.64,2.2645592621961005e-11,-0.64,2.121872476528436e-11,-0.64,1.858059157661905e-11,-0.64,2.1459131004502556e-11,-0.64,2.2846939286289802e-11,-0.64,8.533882157753203e-11,-0.64,2.1692002729503317e-11,-0.64,2.3527100203222487e-11,-0.64,4.263800438859176e-11,-0.64,2.262696058940934e-11,-0.64,1.4377403006105115e-11
